,name,rating,department,feedback,school
2354,Sarah Wiebe,4.0,Political Science,100%,University of Hawaii at Manoa
2355,Patrick Collins,1.8,Mathematics,19%,University of Hawaii at Manoa
2356,Cynthia Scheopner,2.0,Philosophy,50%,University of Hawaii at Manoa
2357,Madeline Spring,1.7,East Asian Lang.  Literature,0%,University of Hawaii at Manoa
2358,Quynh Vo,3.6,English,75%,University of Hawaii at Manoa
2359,Diane Nahl,2.5,Computer Science,0%,University of Hawaii at Manoa
2360,Susanna Still,1.8,Computer Science,0%,University of Hawaii at Manoa
2361,Ingrid Lin,2.8,Travel Industry,50%,University of Hawaii at Manoa
2362,Chung-Ying Cheng,2.0,Philosophy,50%,University of Hawaii at Manoa
2363,Jose (Carlos) Tome,4.7,Spanish,90%,University of Hawaii at Manoa
2364,Monir Zaman,3.3,Mathematics,80%,University of Hawaii at Manoa
2365,Spencer Reemelin,3.4,Spanish,75%,University of Hawaii at Manoa
2366,Julian Hachmeister,5.0,Mathematics,100%,University of Hawaii at Manoa
2367,Pat Gilbert,3.1,Computer Science,,University of Hawaii at Manoa
2368,Jack Moore,0.0,Law,,University of Hawaii at Manoa
2369,James Douglas,1.2,Microbiology,0%,University of Hawaii at Manoa
2370,Ryan Longman,4.6,Geography,100%,University of Hawaii at Manoa
2371,Chuang Xu,1.6,Mathematics,100%,University of Hawaii at Manoa
2372,Elizabeth van Saders,0.0,Astronomy,,University of Hawaii at Manoa
2373,Emiko Taniguchi,3.3,Communicology,34%,University of Hawaii at Manoa
2374,Henry McMahon,0.0,Art History,100%,University of Hawaii at Manoa
2375,Patrick Kirch,3.5,Anthropology,67%,University of Hawaii at Manoa
2376,Kyle Kajihiro,4.3,Geography,100%,University of Hawaii at Manoa
2377,Thomas Hangelbroek,4.0,Mathematics,75%,University of Hawaii at Manoa
2378,Raindrop Wright-Cannon,4.2,English,92%,University of Hawaii at Manoa
2379,Sebastien Bertrand,4.0,Mathematics,91%,University of Hawaii at Manoa
2380,Deborah Merritt,2.3,Health Science,32%,University of Hawaii at Manoa
2381,James Bayman,4.5,Anthropology,100%,University of Hawaii at Manoa
2382,Alaka'i Antonio,0.0,English,100%,University of Hawaii at Manoa
2383,Katie Hinojosa,5.0,Japanese,100%,University of Hawaii at Manoa
2384,Christina Lee,5.0,English,100%,University of Hawaii at Manoa
2385,Jeffrey Romine,2.7,Chemistry,70%,University of Hawaii at Manoa
2386,Daniel Brayton,2.8,Chemistry,45%,University of Hawaii at Manoa
2387,Siobhán Dhonacha,2.3,Honors,60%,University of Hawaii at Manoa
2388,Carolyn Stephenson,2.1,Political Science,43%,University of Hawaii at Manoa
2389,Jeffrey Boeckman,5.0,Music,,University of Hawaii at Manoa
2390,Marcelo Kobayashi,1.4,Engineering,13%,University of Hawaii at Manoa
2391,Ming Shou,3.6,Finance,86%,University of Hawaii at Manoa
2392,Daniel Rempala,4.6,Psychology,95%,University of Hawaii at Manoa
2393,Stephen Downes,0.0,Communication,,University of Hawaii at Manoa
2394,Shawn Spangler,4.2,Art History,84%,University of Hawaii at Manoa
2395,Jennifer Van Sanders ,0.0,Physics,100%,University of Hawaii at Manoa
2396,Rosalie Michlot,4.0,Biology,100%,University of Hawaii at Manoa
2397,William Hufen,4.9,Kinesiology,100%,University of Hawaii at Manoa
2398,Eric Mais,3.6,Finance,87%,University of Hawaii at Manoa
2399,Chloe Hasegawa,0.0,Nursing,,University of Hawaii at Manoa
2400,Megan Porter,2.7,Biology,61%,University of Hawaii at Manoa
2401,Ji-Sook Ha,0.0,Medical Technology,,University of Hawaii at Manoa
2402,Sydney  Ludlow,5.0,Languages,100%,University of Hawaii at Manoa
2403,Hee Ra Yoo,0.0,Theater,,University of Hawaii at Manoa
2404,Hee Ra Yoo,0.0,Theatre & Dance,100%,University of Hawaii at Manoa
2405,Ivan  Camino,0.0,Economics,,University of Hawaii at Manoa
2406,Iljea Lee,5.0,Religion,100%,University of Hawaii at Manoa
2407,Michelle Wimberley,1.3,Kinesiology,0%,University of Hawaii at Manoa
2408,Nelson Danette,1.6,Accounting,100%,University of Hawaii at Manoa
2409,I sak Kim,5.0,Psychology,100%,University of Hawaii at Manoa
2410,Aurelio Agcaoili,3.0,Asian Studies,58%,University of Hawaii at Manoa
2411,Zhi-Yan  Du,1.0,Biochemistry,,University of Hawaii at Manoa
2412,Kayla Watabu,0.0,English,,University of Hawaii at Manoa
2413,Hyoungsu Park,5.0,Engineering,100%,University of Hawaii at Manoa
2414,Eddie  Merc,0.0,Business,,University of Hawaii at Manoa
2415,Taylor Brooke Hunter,0.0,Philosophy,100%,University of Hawaii at Manoa
2416,Maluhia Low,0.0,Political Science,100%,University of Hawaii at Manoa
2417,Hugh Chou,0.0,Mathematics,100%,University of Hawaii at Manoa
2418,Ming-Bao Yue,3.1,Women's Studies,34%,University of Hawaii at Manoa
2419,Shoshana Cohen,5.0,Kinesiology,100%,University of Hawaii at Manoa
2420,Lisa Kehl,3.6,Public Health,75%,University of Hawaii at Manoa
2421,Craig Perez,5.0,English,100%,University of Hawaii at Manoa
2422,Jan Prins,4.3,Physical Ed,100%,University of Hawaii at Manoa
2423,Amy Fuller,2.6,Chemistry,75%,University of Hawaii at Manoa
2424,Cynthia Hunter,0.0,Biology,,University of Hawaii at Manoa
2425,Zhiyue Wang,0.0,Engineering,,University of Hawaii at Manoa
2426,Chad Junkermeier,0.0,Physics,100%,University of Hawaii at Manoa
2427,Danny Marfatia,1.2,Physics,0%,University of Hawaii at Manoa
2428,Michael Roberts,2.1,Economics,20%,University of Hawaii at Manoa
2429,Deborah Eason,5.0,Science,100%,University of Hawaii at Manoa
2430,Ami Tsuji-Jones,3.5,Languages,100%,University of Hawaii at Manoa
2431,Wendy Kawabata,4.3,Fine Arts,67%,University of Hawaii at Manoa
2432,Dharm Bhawuk,1.8,Management,14%,University of Hawaii at Manoa
2433,Akta Rao,5.0,Political Science,100%,University of Hawaii at Manoa
2434,Alicia Rozet,4.7,Hawaiian,94%,University of Hawaii at Manoa
2435,Wonbin  Sohn,0.0,Business,,University of Hawaii at Manoa
2436,Wonbin Sohn,5.0,Human Resources,100%,University of Hawaii at Manoa
2437,Yun Heacock-Kang,0.0,Microbiology,,University of Hawaii at Manoa
2438,Dolores Black,5.0,English,100%,University of Hawaii at Manoa
2439,Karl-Richard Hennebach,4.4,Kinesiology,100%,University of Hawaii at Manoa
2440, Aurora Kagawa-Viviani,0.0,Geology,,University of Hawaii at Manoa
2441,Samuel  Pooley ,4.0,Economics,100%,University of Hawaii at Manoa
2442,Jose Barzola,3.0,Ethnic Studies,,University of Hawaii at Manoa
2443,John Souza,5.0,Family Studies,100%,University of Hawaii at Manoa
2444,Frances Zhu,0.0,Engineering,,University of Hawaii at Manoa
2445,Babe Kawaii-Bogue,4.6,Social Work,100%,University of Hawaii at Manoa
2446,Robert Littman,3.5,Classics,50%,University of Hawaii at Manoa
2447,Mary Wollen,0.0,Accounting,,University of Hawaii at Manoa
2448,Ataie Niloufar,0.0,Chemistry,100%,University of Hawaii at Manoa
2449,Jenna Macy,4.0,Fine Arts,100%,University of Hawaii at Manoa
2450,Adrian Ricardo Archilla,2.7,Engineering,25%,University of Hawaii at Manoa
2451,Xiaodan Mao-Clark,0.0,Travel Industry,,University of Hawaii at Manoa
2452,Bill Morrison,0.0,Geography,,University of Hawaii at Manoa
2453,David Crellin,5.0,Theater,100%,University of Hawaii at Manoa
2454,Mark Hixon,5.0,Biology,100%,University of Hawaii at Manoa
2455,Suzie Smith,0.0,Marketing,,University of Hawaii at Manoa
2456,Connie Lu,1.0,Finance,,University of Hawaii at Manoa
2457,Jeanne Ng Mei Sien,4.2,Marketing,100%,University of Hawaii at Manoa
2458,Erin Robinson,5.0,Design,100%,University of Hawaii at Manoa
2459,Valeriy  Gazarov,0.0,East Asian Studies,100%,University of Hawaii at Manoa
2460,Graham Hart,4.0,Architecture,89%,University of Hawaii at Manoa
2461,Andrew Kelly ,5.0,Sociology,100%,University of Hawaii at Manoa
2462,David Conner,1.0,Computer Science,,University of Hawaii at Manoa
2463,Mark Merlin,3.4,Biology,50%,University of Hawaii at Manoa
2464,T Kira Madden,5.0,English,100%,University of Hawaii at Manoa
2465,Jessica Ackerley,5.0,Music,100%,University of Hawaii at Manoa
2466,Kenneth Pugh,0.0,Speech,,University of Hawaii at Manoa
2467,Jay Stout,4.7,Communicology,97%,University of Hawaii at Manoa
2468,Sean Smith,4.8,Philosophy,88%,University of Hawaii at Manoa
2469,Inessa Love,4.4,Economics,92%,University of Hawaii at Manoa
2470,Ibrahim Aoude,3.9,Ethnic Studies,75%,University of Hawaii at Manoa
2471,Changwon Yang,0.0,Political Science,,University of Hawaii at Manoa
2472,Olivia Waring,0.0,Languages,,University of Hawaii at Manoa
2473,Julie Iezzi,4.5,Theater,,University of Hawaii at Manoa
2474,Akhilesh Tiwari,0.0,Business,100%,University of Hawaii at Manoa
2475,Megan Ikemoto,5.0,Education,100%,University of Hawaii at Manoa
2476,Sera Kong,5.0,Philosophy,,University of Hawaii at Manoa
2477,Niloufar Ataie,3.4,Chemistry,100%,University of Hawaii at Manoa
2478,Michael Ogawa,1.8,Computer Science,22%,University of Hawaii at Manoa
2479,Gregory Gillis,0.0,Finance,,University of Hawaii at Manoa
2480,Chris Rachal,4.4,Business,87%,University of Hawaii at Manoa
2481,Andrew Rominger,0.0,Biology,,University of Hawaii at Manoa
2482,Boris Murmann,5.0,Engineering,100%,University of Hawaii at Manoa
2483,Ivan Wen,1.0,Travel Industry,,University of Hawaii at Manoa
