,name,rating,department,feedback,school
1541,Izaskun  Ruiz,QUALITY0.00 ratings,Spanish,N/A,University of Hawaii at Manoa
1542,Tarcisius Kabutaulaka,QUALITY3.618 ratings,Pacific & Asian Studies,58%,University of Hawaii at Manoa
1543,David Beilman,QUALITY4.326 ratings,Geography,75%,University of Hawaii at Manoa
1544,Farideh Farhi,QUALITY4.69 ratings,Political Science,N/A,University of Hawaii at Manoa
1545, Madison  Liotta,QUALITY0.00 ratings,Languages & Linguistics,N/A,University of Hawaii at Manoa
1546,Violet  Nxedhlana,QUALITY0.00 ratings,Medical Technology,N/A,University of Hawaii at Manoa
1547,Arielle Lowe,QUALITY4.01 ratings,English,100%,University of Hawaii at Manoa
1548,Daita Serghi,QUALITY3.39 ratings,Biology,N/A,University of Hawaii at Manoa
1549,Matthew Chasse,QUALITY3.02 ratings,Mathematics,N/A,University of Hawaii at Manoa
1550,Holden Takahashi,QUALITY0.00 ratings,Hawaiian Studies,N/A,University of Hawaii at Manoa
1551,Hino Kitty,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
1552,Joel Moffett,QUALITY4.416 ratings,Film,80%,University of Hawaii at Manoa
1553,Kahiokala Elkington,QUALITY0.00 ratings,Geography,100%,University of Hawaii at Manoa
1554,Masato Itoh,QUALITY0.00 ratings,Finance,100%,University of Hawaii at Manoa
1555,George Lee,QUALITY3.02 ratings,Computer Science,50%,University of Hawaii at Manoa
1556,Nader Haghighipour,QUALITY5.02 ratings,Astronomy,100%,University of Hawaii at Manoa
1557,Kimberly Corbin,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
1558,Phillip Jung,QUALITY4.73 ratings,Fine Arts,100%,University of Hawaii at Manoa
1559,Christa Eleftherakis,QUALITY2.52 ratings,Theater,0%,University of Hawaii at Manoa
1560,Alvin Chock,QUALITY4.01 ratings,Botany,0%,University of Hawaii at Manoa
1561,Cheryl Treiber-Kawaoka,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
1562,Joseph Brown,QUALITY4.54 ratings,Engineering,100%,University of Hawaii at Manoa
1563,Tram Nguyen,QUALITY5.034 ratings,Business,100%,University of Hawaii at Manoa
1564,Alejandro Guillen,QUALITY1.24 ratings,Mathematics,0%,University of Hawaii at Manoa
1565,Allison Wagner,QUALITY0.00 ratings,Psychology,N/A,University of Hawaii at Manoa
1566,Lee  Hang,QUALITY1.01 ratings,Mathematics,N/A,University of Hawaii at Manoa
1567,Brendon Friedman,QUALITY0.00 ratings,Nursing,N/A,University of Hawaii at Manoa
1568,Christine Walters,QUALITY0.00 ratings,Religion,100%,University of Hawaii at Manoa
1569,Zephanii Smith Eisenstat,QUALITY1.03 ratings,Peace & Conflict Studies,N/A,University of Hawaii at Manoa
1570,Shilpi Suneja,QUALITY3.01 ratings,English,100%,University of Hawaii at Manoa
1571,Rachel Hong,QUALITY0.00 ratings,American Studies,N/A,University of Hawaii at Manoa
1572,Taylor Wray,QUALITY5.03 ratings,American Studies,100%,University of Hawaii at Manoa
1573,Michael Aung-Thwin,QUALITY0.00 ratings,Asian Studies,N/A,University of Hawaii at Manoa
1574,Lauren Cheatham,QUALITY4.52 ratings,Marketing,100%,University of Hawaii at Manoa
1575,Yijun Ding,QUALITY4.52 ratings,East Asian Studies,100%,University of Hawaii at Manoa
1576,Kristin Rock,QUALITY3.01 ratings,Languages amp Linguistics,0%,University of Hawaii at Manoa
1577,Bradley Rentz,QUALITY0.00 ratings,Languages amp Linguistics,N/A,University of Hawaii at Manoa
1578,Yeah-Ju Lee,QUALITY0.00 ratings,Sociology,N/A,University of Hawaii at Manoa
1579,Stacy Hoshino,QUALITY0.00 ratings,Design,N/A,University of Hawaii at Manoa
1580,Teresa LeMoon,QUALITY3.01 ratings,Food Science,100%,University of Hawaii at Manoa
1581,Peiling Kao,QUALITY0.00 ratings,Theater,N/A,University of Hawaii at Manoa
1582,Emanuel Dreshsel,QUALITY0.00 ratings,Languages amp Linguistics,N/A,University of Hawaii at Manoa
1583,Patricia Amaral Buskirk,QUALITY0.00 ratings,Communication,N/A,University of Hawaii at Manoa
1584,Jordan Hiroshi Ichiki,QUALITY4.52 ratings,Hawaiian Studies,100%,University of Hawaii at Manoa
1585,Michele Cantwell,QUALITY5.01 ratings,Psychology,100%,University of Hawaii at Manoa
1586,Katherine Altman,QUALITY4.86 ratings,Theater,100%,University of Hawaii at Manoa
1587,Steger Manfred,QUALITY4.01 ratings,Sociology,100%,University of Hawaii at Manoa
1588,Dean Saranillio,QUALITY0.00 ratings,Political Science,100%,University of Hawaii at Manoa
1589,Max Dornfest,QUALITY5.01 ratings,Physics,100%,University of Hawaii at Manoa
1590,Emma Breslow,QUALITY0.00 ratings,English,N/A,University of Hawaii at Manoa
1591,Karla Sierralta,QUALITY3.712 ratings,Architecture,70%,University of Hawaii at Manoa
1592,Kate Zhou,QUALITY3.730 ratings,Political Science,80%,University of Hawaii at Manoa
1593,Nevzat Soguk,QUALITY4.036 ratings,Political Science,84%,University of Hawaii at Manoa
1594,Lauren Lum Ho,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
1595,Michael Albrecht,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
1596,Chih-Wei Peng,QUALITY5.03 ratings,Philosophy,100%,University of Hawaii at Manoa
1597,William Awa,QUALITY0.00 ratings,Economics,N/A,University of Hawaii at Manoa
1598,Peter Schuelke,QUALITY5.03 ratings,Linguistics,67%,University of Hawaii at Manoa
1599,Andrew Turner,QUALITY4.65 ratings,Chemistry,100%,University of Hawaii at Manoa
1600,Jonghyun Lee,QUALITY0.00 ratings,Engineering,N/A,University of Hawaii at Manoa
1601,Elizabeth Brey,QUALITY0.00 ratings,Psychology,N/A,University of Hawaii at Manoa
1602,DellAiera Clement,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
1603,Maria Kanehailua,QUALITY4.73 ratings,Hawaiian Studies,100%,University of Hawaii at Manoa
1604,Emily Stefano,QUALITY5.01 ratings,Psychology,100%,University of Hawaii at Manoa
1605,Jonathan Page,QUALITY4.01 ratings,Economics,100%,University of Hawaii at Manoa
1606,Michael Foumai,QUALITY4.73 ratings,Music,100%,University of Hawaii at Manoa
1607,Young-A Park,QUALITY4.46 ratings,Asian Studies,100%,University of Hawaii at Manoa
1608,Ma Ri Kim-Johnson,QUALITY5.01 ratings,Architecture,N/A,University of Hawaii at Manoa
1609,Gaurav Verma,QUALITY0.00 ratings,Physics,N/A,University of Hawaii at Manoa
1610,Kelsey Christopher,QUALITY0.00 ratings,English,N/A,University of Hawaii at Manoa
1611,Duy Nguyen,QUALITY0.00 ratings,Economics,N/A,University of Hawaii at Manoa
1612,Peter Soon,QUALITY5.04 ratings,Information Science,100%,University of Hawaii at Manoa
1613,Patricia Fifita,QUALITY5.02 ratings,Ethnic Studies,100%,University of Hawaii at Manoa
1614,Jesi Bennett,QUALITY3.01 ratings,Asian Pacific American Studies,100%,University of Hawaii at Manoa
1615,Holm Smidt,QUALITY4.84 ratings,Information Science,100%,University of Hawaii at Manoa
1616,Ahmed Elshall,QUALITY5.03 ratings,Geology,100%,University of Hawaii at Manoa
1617,Kurt Kraiger,QUALITY5.01 ratings,Business,100%,University of Hawaii at Manoa
1618,DoSoo Moon,QUALITY4.01 ratings,Engineering,100%,University of Hawaii at Manoa
1619,Krystin Manguba-Glover,QUALITY4.67 ratings,Mathematics,100%,University of Hawaii at Manoa
1620,Ariana Eichelberger,QUALITY4.01 ratings,Design,100%,University of Hawaii at Manoa
1621,John Koblanski,QUALITY2.225 ratings,Physics,32%,University of Hawaii at Manoa
1622,Brenda McDaniel,QUALITY4.48 ratings,Psychology,88%,University of Hawaii at Manoa
1623,Wendell Perry,QUALITY0.00 ratings,Hawaiian Studies,N/A,University of Hawaii at Manoa
1624,Robert Paull,QUALITY5.01 ratings,Botany,100%,University of Hawaii at Manoa
1625,Allyn Bromley,QUALITY0.00 ratings,Fine Arts,N/A,University of Hawaii at Manoa
1626,Shekh Mahmudul Islam,QUALITY3.315 ratings,Physics,60%,University of Hawaii at Manoa
1627,Heather Frey,QUALITY5.01 ratings,Political Science,100%,University of Hawaii at Manoa
1628,Heinz De Couet,QUALITY1.01 ratings,Biology,0%,University of Hawaii at Manoa
1629,Yuan-Yu Kuan,QUALITY0.00 ratings,Asian Studies,N/A,University of Hawaii at Manoa
1630,Umar Gaffar,QUALITY3.73 ratings,Mathematics,67%,University of Hawaii at Manoa
1631,Rosie Alegado,QUALITY3.24 ratings,Oceanography,60%,University of Hawaii at Manoa
1632,Jeffery Drazen,QUALITY0.00 ratings,Oceanography,100%,University of Hawaii at Manoa
1633,Jake Boggs,QUALITY3.01 ratings,Art History,100%,University of Hawaii at Manoa
1634,Ivee Cruz,QUALITY0.00 ratings,Family Studies,N/A,University of Hawaii at Manoa
1635,Lauren Nishimura,QUALITY5.05 ratings,English Language Institute,100%,University of Hawaii at Manoa
1636,Rebecca Ka'anehe,QUALITY0.00 ratings,Educational Psychology,N/A,University of Hawaii at Manoa
1637,Kana Morimoto,QUALITY5.01 ratings,East Asian Lang. amp Literature,100%,University of Hawaii at Manoa
1638,Gregory Moore,QUALITY3.01 ratings,Geology,100%,University of Hawaii at Manoa
1639,Jen Draper,QUALITY5.04 ratings,Food Science,100%,University of Hawaii at Manoa
1640,Kelly Murphy,QUALITY3.01 ratings,Kinesiology,0%,University of Hawaii at Manoa
1641,Kevin Sahara,QUALITY0.00 ratings,Hospitality,N/A,University of Hawaii at Manoa
1642,Gavin Lamb,QUALITY5.01 ratings,Education,100%,University of Hawaii at Manoa
1643,David Nixon,QUALITY0.00 ratings,Social Science,N/A,University of Hawaii at Manoa
1644,Sergey Negrashov,QUALITY0.00 ratings,Computer Science,N/A,University of Hawaii at Manoa
1645,Laura McGuire,QUALITY5.01 ratings,Architecture,100%,University of Hawaii at Manoa
1646,Mariko Nakade-Marceau,QUALITY3.65 ratings,Japanese,N/A,University of Hawaii at Manoa
1647,David Rockwood,QUALITY3.02 ratings,Architecture,N/A,University of Hawaii at Manoa
1648,Dexter Choy,QUALITY2.524 ratings,Travel Industry,N/A,University of Hawaii at Manoa
1649,Chris Sabine,QUALITY0.00 ratings,Oceanography,N/A,University of Hawaii at Manoa
1650,Tracy Cissell,QUALITY5.01 ratings,English,100%,University of Hawaii at Manoa
1651,Val Iwashita,QUALITY5.02 ratings,Business,100%,University of Hawaii at Manoa
1652,Jerome Agrusa,QUALITY4.73 ratings,Travel Industry,100%,University of Hawaii at Manoa
1653,Dongping Zheng,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
1654,Alieen Li,QUALITY0.00 ratings,Science,N/A,University of Hawaii at Manoa
1655,Jing Zhong,QUALITY0.00 ratings,Linguistics,N/A,University of Hawaii at Manoa
1656,Miranda Kam,QUALITY0.00 ratings,French,N/A,University of Hawaii at Manoa
1657,Soo Yun Shin,QUALITY4.52 ratings,Communicology,50%,University of Hawaii at Manoa
1658,Yiwei Zhao,QUALITY3.09 ratings,Business,45%,University of Hawaii at Manoa
1659,Donovan Oakleaf,QUALITY2.01 ratings,Theater,0%,University of Hawaii at Manoa
1660,Meng-Fen Grace Lin,QUALITY3.01 ratings,Education,0%,University of Hawaii at Manoa
1661,Adel Youkhana,QUALITY3.34 ratings,Mathematics,75%,University of Hawaii at Manoa
1662,Klavdija Zorec,QUALITY0.00 ratings,Educational Psychology,N/A,University of Hawaii at Manoa
1663,Giovanni Vila,QUALITY5.01 ratings,Communicology,100%,University of Hawaii at Manoa
1664,Kirsten Helgeson,QUALITY4.01 ratings,Linguistics,100%,University of Hawaii at Manoa
1665,Derek Beeler,QUALITY4.24 ratings,Kinesiology,100%,University of Hawaii at Manoa
1666,William Gibson,QUALITY0.00 ratings,English,N/A,University of Hawaii at Manoa
1667,Olga Mukhortova,QUALITY5.02 ratings,Russian,100%,University of Hawaii at Manoa
1668,Lynley Lys,QUALITY0.00 ratings,English,N/A,University of Hawaii at Manoa
1669,Pam Estell,QUALITY3.45 ratings,Communication,67%,University of Hawaii at Manoa
1670,Hugo Cepeda,QUALITY0.00 ratings,Spanish,N/A,University of Hawaii at Manoa
1671,Gonzalo Bruno,QUALITY3.02 ratings,Spanish,50%,University of Hawaii at Manoa
1672,Thomas Lee,QUALITY4.03 ratings,Public Health,67%,University of Hawaii at Manoa
1673,Stephen Ventimilia,QUALITY0.00 ratings,Kinesiology,N/A,University of Hawaii at Manoa
1674,Soyeon Kim,QUALITY5.01 ratings,English,100%,University of Hawaii at Manoa
1675,Stephen Zierak,QUALITY3.01 ratings,Political Science,100%,University of Hawaii at Manoa
1676,Nathalie Rita,QUALITY0.00 ratings,Sociology,N/A,University of Hawaii at Manoa
1677,Alvin Huang,QUALITY0.00 ratings,Science,N/A,University of Hawaii at Manoa
1678,Willow Aureala,QUALITY3.19 ratings,Social Work,N/A,University of Hawaii at Manoa
1679,Nathaniel Hartmann,QUALITY0.00 ratings,Business,N/A,University of Hawaii at Manoa
1680,Anis Hamidati,QUALITY1.03 ratings,Communication,0%,University of Hawaii at Manoa
1681,Thomas Rosenkranz,QUALITY4.32 ratings,Music,N/A,University of Hawaii at Manoa
1682,Don Tran,QUALITY4.13 ratings,Chemistry,100%,University of Hawaii at Manoa
1683,Natalia Lagmay,QUALITY5.02 ratings,Business,100%,University of Hawaii at Manoa
1684,Junwook Chi,QUALITY1.01 ratings,Travel Industry,75%,University of Hawaii at Manoa
1685,Ju-Young Kang,QUALITY0.00 ratings,Family & Consumer Sciences,N/A,University of Hawaii at Manoa
1686,Yao Huang,QUALITY1.01 ratings,East Asian Studies,0%,University of Hawaii at Manoa
1687,Iris Zhang,QUALITY1.01 ratings,Accounting,0%,University of Hawaii at Manoa
1688,Mark Glick,QUALITY5.01 ratings,Oceanography,100%,University of Hawaii at Manoa
1689,Shannon Werre,QUALITY4.712 ratings,English,100%,University of Hawaii at Manoa
1690,Eric Jaramillo,QUALITY5.02 ratings,Kinesiology,100%,University of Hawaii at Manoa
1691,Mojtaba Moniri,QUALITY2.02 ratings,Mathematics,50%,University of Hawaii at Manoa
1692,Jan van der Veken,QUALITY0.00 ratings,Atmospheric Sciences,N/A,University of Hawaii at Manoa
1693,hassan jamal,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
1694,Laura Clark,QUALITY1.01 ratings,Theater,0%,University of Hawaii at Manoa
1695,Sasa Tom,QUALITY1.112 ratings,Microbiology,0%,University of Hawaii at Manoa
1696,Hyejin Hong,QUALITY5.01 ratings,Korean,100%,University of Hawaii at Manoa
1697,Lilo Stitch,QUALITY5.02 ratings,Indo-Pacific Languages amp Literatures,100%,University of Hawaii at Manoa
1698,Andre Haag,QUALITY3.01 ratings,East Asian Lang. & Literature,50%,University of Hawaii at Manoa
1699,Loren Gautz,QUALITY1.01 ratings,Engineering,N/A,University of Hawaii at Manoa
1700,Ramsay Taum,QUALITY4.52 ratings,Travel Industry,N/A,University of Hawaii at Manoa
1701,Nicole Lewis,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
1702,Stankov Pavel,QUALITY2.33 ratings,Philosophy,34%,University of Hawaii at Manoa
1703,Maniako McCarthy,QUALITY0.00 ratings,Design,N/A,University of Hawaii at Manoa
1704,Jan Brunson,QUALITY5.02 ratings,Anthropology,100%,University of Hawaii at Manoa
1705,Maria Lanzona,QUALITY0.00 ratings,History,N/A,University of Hawaii at Manoa
1706,Ruth Haas,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
1707,Lois Zuttermeister,QUALITY0.00 ratings,Music,N/A,University of Hawaii at Manoa
1708,Kelly Ciurej,QUALITY5.02 ratings,Fine Arts,100%,University of Hawaii at Manoa
1709,Kyle Scholl,QUALITY5.01 ratings,Theater,N/A,University of Hawaii at Manoa
1710,Kathryn Klingebiel,QUALITY3.37 ratings,French,N/A,University of Hawaii at Manoa
1711,Kalei Keolanui,QUALITY0.00 ratings,Social Science,N/A,University of Hawaii at Manoa
1712,Doreen Elliot,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
1713,Kristi Govella,QUALITY5.03 ratings,Asian Studies,100%,University of Hawaii at Manoa
1714,Tsz Chun Lam,QUALITY4.01 ratings,Women's Studies,N/A,University of Hawaii at Manoa
1715,Amber Wright,QUALITY5.03 ratings,Biology,100%,University of Hawaii at Manoa
1716,Stacey Rabut,QUALITY0.00 ratings,Design,N/A,University of Hawaii at Manoa
1717,Sisi Zhang,QUALITY3.52 ratings,Economics,67%,University of Hawaii at Manoa
1718,Dr. Seungoh Paek,QUALITY0.00 ratings,Education,N/A,University of Hawaii at Manoa
1719,Jesse La Jeunesse,QUALITY0.00 ratings,Chemistry,N/A,University of Hawaii at Manoa
1720,Eunji Jun,QUALITY2.05 ratings,Engineering,40%,University of Hawaii at Manoa
1721,So Yeon Kim,QUALITY0.00 ratings,Communication,N/A,University of Hawaii at Manoa
1722,Nandi Odhiambo,QUALITY3.01 ratings,English,100%,University of Hawaii at Manoa
1723,Dean Taba,QUALITY0.00 ratings,Music,N/A,University of Hawaii at Manoa
1724,Samantha Pilgrim,QUALITY4.01 ratings,Mathematics,100%,University of Hawaii at Manoa
1725,Dylan Beatty,QUALITY5.04 ratings,Geography,100%,University of Hawaii at Manoa
1726,Jasper Konter,QUALITY5.01 ratings,Geology,100%,University of Hawaii at Manoa
1727,Zakea Boeger,QUALITY4.01 ratings,Anthropology,100%,University of Hawaii at Manoa
1728,Shree Deshpende,QUALITY5.02 ratings,Political Science,100%,University of Hawaii at Manoa
1729,Lucas Kathleen,QUALITY0.00 ratings,Hawaiian,N/A,University of Hawaii at Manoa
1730,Thomas Chock,QUALITY5.01 ratings,Academy for Creative Media,100%,University of Hawaii at Manoa
1731,Marc Malate,QUALITY5.02 ratings,Social Science,100%,University of Hawaii at Manoa
1732,Donna Mun,QUALITY1.01 ratings,Management,0%,University of Hawaii at Manoa
1733,Kealiikeola Simpson,QUALITY0.00 ratings,Theater,N/A,University of Hawaii at Manoa
1734,Christina Truong,QUALITY5.01 ratings,Linguistics,100%,University of Hawaii at Manoa
1735,Yasha Berchenko-Kogan,QUALITY3.01 ratings,Mathematics,100%,University of Hawaii at Manoa
1736,Daniel Johnson,QUALITY5.01 ratings,Engineering,100%,University of Hawaii at Manoa
1737,Robert Abramovic,QUALITY2.812 ratings,Mathematics,42%,University of Hawaii at Manoa
1738,Jessica Burris,QUALITY2.01 ratings,Education,0%,University of Hawaii at Manoa
1739,Glenn Carter,QUALITY2.01 ratings,Oceanography,0%,University of Hawaii at Manoa
1740,Mari Andres,QUALITY0.00 ratings,Chemistry,N/A,University of Hawaii at Manoa
1741,Diane Desierto,QUALITY0.00 ratings,Law,N/A,University of Hawaii at Manoa
1742,Samuel Birns,QUALITY0.00 ratings,Mathematics,N/A,University of Hawaii at Manoa
1743,Lee-Ann Choy,QUALITY1.01 ratings,Travel Industry,0%,University of Hawaii at Manoa
1744,Celia Smith,QUALITY5.01 ratings,Botany,100%,University of Hawaii at Manoa
1745,Darren Carlson,QUALITY0.00 ratings,Engineering,N/A,University of Hawaii at Manoa
1746,Michelle Wimberely,QUALITY1.01 ratings,Kinesiology,0%,University of Hawaii at Manoa
1747,Kerrie Urosevich,QUALITY3.01 ratings,Peace & Conflict Studies,0%,University of Hawaii at Manoa
1748,Maya Soetoro-Ng,QUALITY4.01 ratings,Peace & Conflict Studies,100%,University of Hawaii at Manoa
1749,Kamahuialani Barbett,QUALITY3.52 ratings,Hawaiian Studies,50%,University of Hawaii at Manoa
1750,Gene Horita,QUALITY4.01 ratings,Kinesiology,100%,University of Hawaii at Manoa
1751,Niklas Schneider,QUALITY4.01 ratings,Biology,100%,University of Hawaii at Manoa
1752,Alyson Shoji,QUALITY5.01 ratings,Chemistry,100%,University of Hawaii at Manoa
1753,Kesha Unciano,QUALITY0.00 ratings,Communicology,N/A,University of Hawaii at Manoa
1754,Erica Goetze,QUALITY3.01 ratings,Oceanography,0%,University of Hawaii at Manoa
1755,Ching Shek,QUALITY5.01 ratings,Japanese,100%,University of Hawaii at Manoa
1756,Susan Nakaoka,QUALITY5.03 ratings,Social Work,100%,University of Hawaii at Manoa
1757,Nhu Nguyen,QUALITY0.00 ratings,Botany,N/A,University of Hawaii at Manoa
1758,Erin Yagi,QUALITY2.01 ratings,Education,0%,University of Hawaii at Manoa
1759,Elina Hamilton,QUALITY0.00 ratings,Music,100%,University of Hawaii at Manoa
1760,Yanhua He,QUALITY0.00 ratings,Science,N/A,University of Hawaii at Manoa
1761,Kelly McCartney,QUALITY0.00 ratings,Geology,N/A,University of Hawaii at Manoa
1762,Charles Fletcher,QUALITY3.01 ratings,Science,50%,University of Hawaii at Manoa
1763,Maya Hoover,QUALITY0.00 ratings,Music,N/A,University of Hawaii at Manoa
1764,Thomas Shea,QUALITY5.01 ratings,Geology,100%,University of Hawaii at Manoa
1765,Jane Moulin,QUALITY3.119 ratings,Music,39%,University of Hawaii at Manoa
1766,Elliot Ossanna,QUALITY3.68 ratings,Mathematics,67%,University of Hawaii at Manoa
